state,Postal Code,Year,population
Louisiana,LA,2004,4.552238
Louisiana,LA,2005,4.576628
Louisiana,LA,2006,4.302665
Louisiana,LA,2007,4.375581
Louisiana,LA,2008,4.435586
Louisiana,LA,2009,4.491648
Louisiana,LA,2010,4.544871
Louisiana,LA,2011,4.574388
Louisiana,LA,2012,4.602681
Louisiana,LA,2013,4.626795
Louisiana,LA,2014,4.648797
Louisiana,LA,2015,4.671211
Louisiana,LA,2016,4.686157
Louisiana,LA,2017,4.684333
Maine,ME,1950,0.917
Maine,ME,1951,0.916
Maine,ME,1952,0.915
Maine,ME,1953,0.913
Maine,ME,1954,0.927
Maine,ME,1955,0.934
Maine,ME,1956,0.938
Maine,ME,1957,0.943
Maine,ME,1958,0.944
Maine,ME,1959,0.957
Maine,ME,1960,0.975
Maine,ME,1961,0.995
Maine,ME,1962,0.994
Maine,ME,1963,0.993
Maine,ME,1964,0.993
Maine,ME,1965,0.997
Maine,ME,1966,0.999
Maine,ME,1967,1.004
Maine,ME,1968,0.994
Maine,ME,1969,0.992
Maine,ME,1970,0.993722
Maine,ME,1971,1.01539
Maine,ME,1972,1.034292
Maine,ME,1973,1.045655
Maine,ME,1974,1.05904
Maine,ME,1975,1.071995
Maine,ME,1976,1.088412
Maine,ME,1977,1.103578
Maine,ME,1978,1.113566
Maine,ME,1979,1.122563
Maine,ME,1980,1.12686
Maine,ME,1981,1.133033
Maine,ME,1982,1.136684
Maine,ME,1983,1.144772
Maine,ME,1984,1.155635
Maine,ME,1985,1.162936
Maine,ME,1986,1.170126
Maine,ME,1987,1.184574
Maine,ME,1988,1.20384
Maine,ME,1989,1.219961
Maine,ME,1990,1.231296
Maine,ME,1991,1.235439
Maine,ME,1992,1.235748
Maine,ME,1993,1.238256
Maine,ME,1994,1.237687
Maine,ME,1995,1.237438
Maine,ME,1996,1.241436
Maine,ME,1997,1.245215
Maine,ME,1998,1.247554
Maine,ME,1999,1.25304
Maine,ME,2000,1.277072
Maine,ME,2001,1.285692
Maine,ME,2002,1.29596
Maine,ME,2003,1.306513
Maine,ME,2004,1.313688
Maine,ME,2005,1.318787
Maine,ME,2006,1.323619
Maine,ME,2007,1.32704
Maine,ME,2008,1.330509
Maine,ME,2009,1.32959
Maine,ME,2010,1.327568
Maine,ME,2011,1.327968
Maine,ME,2012,1.328101
Maine,ME,2013,1.327975
Maine,ME,2014,1.328903
Maine,ME,2015,1.327787
Maine,ME,2016,1.330232
Maine,ME,2017,1.335907
Maryland,MD,1950,2.355
Maryland,MD,1951,2.441
Maryland,MD,1952,2.5
Maryland,MD,1953,2.567
Maryland,MD,1954,2.685
Maryland,MD,1955,2.742
Maryland,MD,1956,2.811
Maryland,MD,1957,2.873
Maryland,MD,1958,2.982
Maryland,MD,1959,3.066
Maryland,MD,1960,3.113
Maryland,MD,1961,3.176
Maryland,MD,1962,3.263
Maryland,MD,1963,3.386
Maryland,MD,1964,3.492
Maryland,MD,1965,3.6
Maryland,MD,1966,3.695
Maryland,MD,1967,3.757
Maryland,MD,1968,3.815
Maryland,MD,1969,3.868
Maryland,MD,1970,3.923897
Maryland,MD,1971,4.018324
Maryland,MD,1972,4.073499
Maryland,MD,1973,4.097974
Maryland,MD,1974,4.118815
Maryland,MD,1975,4.139096
Maryland,MD,1976,4.150539
Maryland,MD,1977,4.169595
Maryland,MD,1978,4.183603
Maryland,MD,1979,4.19116
Maryland,MD,1980,4.227643
Maryland,MD,1981,4.261905
Maryland,MD,1982,4.282923
Maryland,MD,1983,4.313327
Maryland,MD,1984,4.365243
Maryland,MD,1985,4.413071
Maryland,MD,1986,4.486957
Maryland,MD,1987,4.565557
Maryland,MD,1988,4.657904
Maryland,MD,1989,4.727301
Maryland,MD,1990,4.797431
Maryland,MD,1991,4.856176
Maryland,MD,1992,4.902545
Maryland,MD,1993,4.942504
Maryland,MD,1994,4.985411
Maryland,MD,1995,5.02365
Maryland,MD,1996,5.057142
Maryland,MD,1997,5.092914
Maryland,MD,1998,5.130072
Maryland,MD,1999,5.171634
Maryland,MD,2000,5.311034
Maryland,MD,2001,5.374691
Maryland,MD,2002,5.440389
Maryland,MD,2003,5.496269
Maryland,MD,2004,5.546935
Maryland,MD,2005,5.592379
Maryland,MD,2006,5.627367
Maryland,MD,2007,5.653408
Maryland,MD,2008,5.684965
Maryland,MD,2009,5.730388
Maryland,MD,2010,5.788099
Maryland,MD,2011,5.843115
Maryland,MD,2012,5.89168
Maryland,MD,2013,5.932654
Maryland,MD,2014,5.970245
Maryland,MD,2015,6.000561
Maryland,MD,2016,6.024752
Maryland,MD,2017,6.052177
Massachusetts,MA,1950,4.686
Massachusetts,MA,1951,4.654
Massachusetts,MA,1952,4.65
Massachusetts,MA,1953,4.806
Massachusetts,MA,1954,4.91
Massachusetts,MA,1955,4.882
Massachusetts,MA,1956,4.891
Massachusetts,MA,1957,4.929
Massachusetts,MA,1958,5.01
Massachusetts,MA,1959,5.117
Massachusetts,MA,1960,5.16
Massachusetts,MA,1961,5.219
Massachusetts,MA,1962,5.263
Massachusetts,MA,1963,5.344
Massachusetts,MA,1964,5.448
Massachusetts,MA,1965,5.502
Massachusetts,MA,1966,5.535
Massachusetts,MA,1967,5.594
Massachusetts,MA,1968,5.618
Massachusetts,MA,1969,5.65
Massachusetts,MA,1970,5.68917
Massachusetts,MA,1971,5.73758
Massachusetts,MA,1972,5.760302
Massachusetts,MA,1973,5.781172
Massachusetts,MA,1974,5.773548
Massachusetts,MA,1975,5.757756
Massachusetts,MA,1976,5.743672
Massachusetts,MA,1977,5.738199
Massachusetts,MA,1978,5.736469
Massachusetts,MA,1979,5.738404
Massachusetts,MA,1980,5.746075
Massachusetts,MA,1981,5.768685
Massachusetts,MA,1982,5.771222
Massachusetts,MA,1983,5.799407
Massachusetts,MA,1984,5.840773
Massachusetts,MA,1985,5.880733
Massachusetts,MA,1986,5.902678
Massachusetts,MA,1987,5.935204
Massachusetts,MA,1988,5.979982
Massachusetts,MA,1989,6.015478
Massachusetts,MA,1990,6.018664
Massachusetts,MA,1991,5.998652
Massachusetts,MA,1992,5.993474
Massachusetts,MA,1993,6.010884
Massachusetts,MA,1994,6.031352
Massachusetts,MA,1995,6.062335
Massachusetts,MA,1996,6.085393
Massachusetts,MA,1997,6.115476
Massachusetts,MA,1998,6.144407
Massachusetts,MA,1999,6.175169
Massachusetts,MA,2000,6.361104
Massachusetts,MA,2001,6.397634
Massachusetts,MA,2002,6.417206
Massachusetts,MA,2003,6.422565
Massachusetts,MA,2004,6.412281
Massachusetts,MA,2005,6.40329
Massachusetts,MA,2006,6.410084
Massachusetts,MA,2007,6.431559
Massachusetts,MA,2008,6.468967
Massachusetts,MA,2009,6.517613
Massachusetts,MA,2010,6.564943
Massachusetts,MA,2011,6.612178
Massachusetts,MA,2012,6.659627
Massachusetts,MA,2013,6.711138
Massachusetts,MA,2014,6.757925
Massachusetts,MA,2015,6.794002
Massachusetts,MA,2016,6.823721
Massachusetts,MA,2017,6.859819
Michigan,MI,1950,6.407
Michigan,MI,1951,6.497
Michigan,MI,1952,6.65
Michigan,MI,1953,6.822
Michigan,MI,1954,7.066
Michigan,MI,1955,7.285
Michigan,MI,1956,7.467
Michigan,MI,1957,7.569
Michigan,MI,1958,7.667
Michigan,MI,1959,7.767
Michigan,MI,1960,7.834
Michigan,MI,1961,7.893
Michigan,MI,1962,7.933
Michigan,MI,1963,8.058
Michigan,MI,1964,8.187
Michigan,MI,1965,8.357
Michigan,MI,1966,8.512
Michigan,MI,1967,8.63
Michigan,MI,1968,8.696
Michigan,MI,1969,8.781
Michigan,MI,1970,8.881826
Michigan,MI,1971,8.974186
Michigan,MI,1972,9.028944
Michigan,MI,1973,9.077956
Michigan,MI,1974,9.117507
Michigan,MI,1975,9.117668
Michigan,MI,1976,9.129205
Michigan,MI,1977,9.17111
Michigan,MI,1978,9.217761
Michigan,MI,1979,9.266268
Michigan,MI,1980,9.255553
Michigan,MI,1981,9.209287
Michigan,MI,1982,9.115198
Michigan,MI,1983,9.047754
Michigan,MI,1984,9.049452
Michigan,MI,1985,9.076293
Michigan,MI,1986,9.127775
Michigan,MI,1987,9.187481
Michigan,MI,1988,9.217998
Michigan,MI,1989,9.253295
Michigan,MI,1990,9.310462
Michigan,MI,1991,9.395022
Michigan,MI,1992,9.470323
Michigan,MI,1993,9.52924
Michigan,MI,1994,9.584481
Michigan,MI,1995,9.659871
Michigan,MI,1996,9.739184
Michigan,MI,1997,9.78545
Michigan,MI,1998,9.820231
Michigan,MI,1999,9.863775
Michigan,MI,2000,9.95245
Michigan,MI,2001,9.99112
Michigan,MI,2002,10.01571
Michigan,MI,2003,10.041152
Michigan,MI,2004,10.055315
Michigan,MI,2005,10.051137
Michigan,MI,2006,10.036081
Michigan,MI,2007,10.001284
Michigan,MI,2008,9.946889
Michigan,MI,2009,9.901591
Michigan,MI,2010,9.876731
Michigan,MI,2011,9.876199
Michigan,MI,2012,9.88661
Michigan,MI,2013,9.899219
Michigan,MI,2014,9.914675
Michigan,MI,2015,9.91817
Michigan,MI,2016,9.933445
Michigan,MI,2017,9.962311
Minnesota,MN,1950,2.997
Minnesota,MN,1951,3.01
Minnesota,MN,1952,3.03
Minnesota,MN,1953,3.05
Minnesota,MN,1954,3.113
Minnesota,MN,1955,3.172
Minnesota,MN,1956,3.24
Minnesota,MN,1957,3.274
Minnesota,MN,1958,3.313
Minnesota,MN,1959,3.366
Minnesota,MN,1960,3.425
Minnesota,MN,1961,3.47
Minnesota,MN,1962,3.513
Minnesota,MN,1963,3.531
Minnesota,MN,1964,3.558
Minnesota,MN,1965,3.592
Minnesota,MN,1966,3.617
Minnesota,MN,1967,3.659
Minnesota,MN,1968,3.703
Minnesota,MN,1969,3.758
Minnesota,MN,1970,3.806103
Minnesota,MN,1971,3.853486
Minnesota,MN,1972,3.869747
Minnesota,MN,1973,3.889332
Minnesota,MN,1974,3.903925
Minnesota,MN,1975,3.932515
Minnesota,MN,1976,3.96468
Minnesota,MN,1977,3.989364
Minnesota,MN,1978,4.015341
Minnesota,MN,1979,4.050316
Minnesota,MN,1980,4.085017
Minnesota,MN,1981,4.111728
Minnesota,MN,1982,4.13145
Minnesota,MN,1983,4.141456
Minnesota,MN,1984,4.157706
Minnesota,MN,1985,4.184302
Minnesota,MN,1986,4.205212
Minnesota,MN,1987,4.235136
Minnesota,MN,1988,4.296166
Minnesota,MN,1989,4.338057
Minnesota,MN,1990,4.387283
Minnesota,MN,1991,4.427429
Minnesota,MN,1992,4.471503
Minnesota,MN,1993,4.521709
Minnesota,MN,1994,4.566028
Minnesota,MN,1995,4.605445
Minnesota,MN,1996,4.647723
Minnesota,MN,1997,4.687726
Minnesota,MN,1998,4.726411
Minnesota,MN,1999,4.775508
Minnesota,MN,2000,4.933692
Minnesota,MN,2001,4.982796
Minnesota,MN,2002,5.018935
Minnesota,MN,2003,5.053572
Minnesota,MN,2004,5.087713
Minnesota,MN,2005,5.119598
Minnesota,MN,2006,5.163555
Minnesota,MN,2007,5.207203
Minnesota,MN,2008,5.247018
Minnesota,MN,2009,5.281203
Minnesota,MN,2010,5.310711
Minnesota,MN,2011,5.345967
Minnesota,MN,2012,5.377695
Minnesota,MN,2013,5.416074
Minnesota,MN,2014,5.452649
Minnesota,MN,2015,5.483238
Minnesota,MN,2016,5.52505
Minnesota,MN,2017,5.576606
Mississippi,MS,1950,2.176
Mississippi,MS,1951,2.163
Mississippi,MS,1952,2.152
Mississippi,MS,1953,2.105
Mississippi,MS,1954,2.064
Mississippi,MS,1955,2.06
Mississippi,MS,1956,2.086
Mississippi,MS,1957,2.088
Mississippi,MS,1958,2.086
Mississippi,MS,1959,2.138
Mississippi,MS,1960,2.182
Mississippi,MS,1961,2.206
Mississippi,MS,1962,2.243
Mississippi,MS,1963,2.244
Mississippi,MS,1964,2.241
Mississippi,MS,1965,2.246
Mississippi,MS,1966,2.245
Mississippi,MS,1967,2.228
Mississippi,MS,1968,2.219
Mississippi,MS,1969,2.22
Mississippi,MS,1970,2.216994
Mississippi,MS,1971,2.265432
Mississippi,MS,1972,2.307117
Mississippi,MS,1973,2.349546
Mississippi,MS,1974,2.378268
Mississippi,MS,1975,2.399449
Mississippi,MS,1976,2.429756
Mississippi,MS,1977,2.459201
Mississippi,MS,1978,2.487816
Mississippi,MS,1979,2.507069
Mississippi,MS,1980,2.525342
Mississippi,MS,1981,2.539036
Mississippi,MS,1982,2.556777
Mississippi,MS,1983,2.567717
Mississippi,MS,1984,2.578051
Mississippi,MS,1985,2.588102
Mississippi,MS,1986,2.593597
Mississippi,MS,1987,2.588545
Mississippi,MS,1988,2.580352
Mississippi,MS,1989,2.574269
Mississippi,MS,1990,2.577426
Mississippi,MS,1991,2.59123
Mississippi,MS,1992,2.610193
Mississippi,MS,1993,2.635574
Mississippi,MS,1994,2.66345
Mississippi,MS,1995,2.690788
Mississippi,MS,1996,2.709925
Mississippi,MS,1997,2.731826
Mississippi,MS,1998,2.751335
Mississippi,MS,1999,2.768619
Mississippi,MS,2000,2.848353
Mississippi,MS,2001,2.852994
Mississippi,MS,2002,2.858681
Mississippi,MS,2003,2.868312
Mississippi,MS,2004,2.88901
Mississippi,MS,2005,2.905943
Mississippi,MS,2006,2.904978
Mississippi,MS,2007,2.92835
Mississippi,MS,2008,2.947806
Mississippi,MS,2009,2.958774
Mississippi,MS,2010,2.970437
Mississippi,MS,2011,2.977452
Mississippi,MS,2012,2.982963
Mississippi,MS,2013,2.987721
Mississippi,MS,2014,2.988578
Mississippi,MS,2015,2.985297
Mississippi,MS,2016,2.985415
Mississippi,MS,2017,2.9841
Missouri,MO,1950,3.964
Missouri,MO,1951,4.015
Missouri,MO,1952,3.972
Missouri,MO,1953,4.02
Missouri,MO,1954,4.066
Missouri,MO,1955,4.134
Missouri,MO,1956,4.163
Missouri,MO,1957,4.189
Missouri,MO,1958,4.186
Missouri,MO,1959,4.258
Missouri,MO,1960,4.326
Missouri,MO,1961,4.349
Missouri,MO,1962,4.357
Missouri,MO,1963,4.392
Missouri,MO,1964,4.442
Missouri,MO,1965,4.467
Missouri,MO,1966,4.523
Missouri,MO,1967,4.539
Missouri,MO,1968,4.568
Missouri,MO,1969,4.64
Missouri,MO,1970,4.677623
Missouri,MO,1971,4.725764
Missouri,MO,1972,4.75878
Missouri,MO,1973,4.782645
Missouri,MO,1974,4.79593
Missouri,MO,1975,4.808308
Missouri,MO,1976,4.839029
Missouri,MO,1977,4.863173
Missouri,MO,1978,4.889399
Missouri,MO,1979,4.91243
Missouri,MO,1980,4.921966
Missouri,MO,1981,4.932064
Missouri,MO,1982,4.929451
Missouri,MO,1983,4.943733
Missouri,MO,1984,4.975278
Missouri,MO,1985,5.000268
Missouri,MO,1986,5.023068
Missouri,MO,1987,5.056696
Missouri,MO,1988,5.081736
Missouri,MO,1989,5.09583
Missouri,MO,1990,5.12637
Missouri,MO,1991,5.15777
Missouri,MO,1992,5.193686
Missouri,MO,1993,5.237757
Missouri,MO,1994,5.281206
Missouri,MO,1995,5.32461
Missouri,MO,1996,5.367888
Missouri,MO,1997,5.407113
Missouri,MO,1998,5.437562
Missouri,MO,1999,5.468338
Missouri,MO,2000,5.607285
Missouri,MO,2001,5.641142
Missouri,MO,2002,5.674825
Missouri,MO,2003,5.709403
Missouri,MO,2004,5.747741
Missouri,MO,2005,5.7903
Missouri,MO,2006,5.842704
Missouri,MO,2007,5.887612
Missouri,MO,2008,5.923916
Missouri,MO,2009,5.961088
Missouri,MO,2010,5.995681
Missouri,MO,2011,6.01028
Missouri,MO,2012,6.023267
Missouri,MO,2013,6.041142
Missouri,MO,2014,6.058014
Missouri,MO,2015,6.07264
Missouri,MO,2016,6.091176
Missouri,MO,2017,6.113532
Montana,MT,1950,0.593
Montana,MT,1951,0.596
Montana,MT,1952,0.602
Montana,MT,1953,0.616
Montana,MT,1954,0.624
Montana,MT,1955,0.636
Montana,MT,1956,0.656
Montana,MT,1957,0.667
Montana,MT,1958,0.666
Montana,MT,1959,0.669
Montana,MT,1960,0.679
Montana,MT,1961,0.696
Montana,MT,1962,0.698
Montana,MT,1963,0.703
Montana,MT,1964,0.706
Montana,MT,1965,0.706
Montana,MT,1966,0.707
Montana,MT,1967,0.701
Montana,MT,1968,0.7
Montana,MT,1969,0.694
Montana,MT,1970,0.694409
Montana,MT,1971,0.710814
Montana,MT,1972,0.718732
Montana,MT,1973,0.726798
Montana,MT,1974,0.736419
Montana,MT,1975,0.748208
Montana,MT,1976,0.757317
Montana,MT,1977,0.769953
Montana,MT,1978,0.782317
Montana,MT,1979,0.787305
Montana,MT,1980,0.788752
Montana,MT,1981,0.795328
Montana,MT,1982,0.803986
Montana,MT,1983,0.814031
Montana,MT,1984,0.820905
Montana,MT,1985,0.82232
Montana,MT,1986,0.813739
Montana,MT,1987,0.805063
Montana,MT,1988,0.800202
Montana,MT,1989,0.799636
Montana,MT,1990,0.799824
Montana,MT,1991,0.807837
Montana,MT,1992,0.822436
Montana,MT,1993,0.839876
Montana,MT,1994,0.854923
Montana,MT,1995,0.868522
Montana,MT,1996,0.876656
Montana,MT,1997,0.878706
Montana,MT,1998,0.879533
Montana,MT,1999,0.882779
Montana,MT,2000,0.903773
Montana,MT,2001,0.906961
Montana,MT,2002,0.911667
Montana,MT,2003,0.91963
Montana,MT,2004,0.930009
Montana,MT,2005,0.940102
Montana,MT,2006,0.952692
Montana,MT,2007,0.964706
Montana,MT,2008,0.976415
Montana,MT,2009,0.983982
Montana,MT,2010,0.990507
Montana,MT,2011,0.996866
Montana,MT,2012,1.003522
Montana,MT,2013,1.011921
Montana,MT,2014,1.019931
Montana,MT,2015,1.028317
Montana,MT,2016,1.038656
Montana,MT,2017,1.050493
Nebraska,NE,1950,1.327
Nebraska,NE,1951,1.316
Nebraska,NE,1952,1.311
Nebraska,NE,1953,1.318
Nebraska,NE,1954,1.34
Nebraska,NE,1955,1.374
Nebraska,NE,1956,1.397
Nebraska,NE,1957,1.394
Nebraska,NE,1958,1.383
Nebraska,NE,1959,1.397
Nebraska,NE,1960,1.417
Nebraska,NE,1961,1.446
Nebraska,NE,1962,1.464
Nebraska,NE,1963,1.476
Nebraska,NE,1964,1.482
Nebraska,NE,1965,1.471
Nebraska,NE,1966,1.456
Nebraska,NE,1967,1.457
Nebraska,NE,1968,1.467
Nebraska,NE,1969,1.474
Nebraska,NE,1970,1.485333
Nebraska,NE,1971,1.504604
Nebraska,NE,1972,1.519013
Nebraska,NE,1973,1.529567
Nebraska,NE,1974,1.539191
Nebraska,NE,1975,1.543117
Nebraska,NE,1976,1.550911
Nebraska,NE,1977,1.556842
Nebraska,NE,1978,1.563884
Nebraska,NE,1979,1.567344
Nebraska,NE,1980,1.572296
Nebraska,NE,1981,1.578515
Nebraska,NE,1982,1.58178
Nebraska,NE,1983,1.584293
Nebraska,NE,1984,1.588639
Nebraska,NE,1985,1.584664
Nebraska,NE,1986,1.574333
Nebraska,NE,1987,1.566547
Nebraska,NE,1988,1.571477
Nebraska,NE,1989,1.574864
Nebraska,NE,1990,1.580664
Nebraska,NE,1991,1.590805
Nebraska,NE,1992,1.602406
Nebraska,NE,1993,1.612149
Nebraska,NE,1994,1.621551
Nebraska,NE,1995,1.635142
Nebraska,NE,1996,1.647657
Nebraska,NE,1997,1.656042
Nebraska,NE,1998,1.660772
Nebraska,NE,1999,1.666028
Nebraska,NE,2000,1.71382
Nebraska,NE,2001,1.719836
Nebraska,NE,2002,1.728292
Nebraska,NE,2003,1.738643
Nebraska,NE,2004,1.74937
Nebraska,NE,2005,1.761497
Nebraska,NE,2006,1.772693
Nebraska,NE,2007,1.78344
Nebraska,NE,2008,1.796378
Nebraska,NE,2009,1.812683
Nebraska,NE,2010,1.829956
Nebraska,NE,2011,1.841641
Nebraska,NE,2012,1.854862
Nebraska,NE,2013,1.867414
Nebraska,NE,2014,1.88092
Nebraska,NE,2015,1.893564
Nebraska,NE,2016,1.907603
Nebraska,NE,2017,1.920076
Nevada,NV,1950,0.162
Nevada,NV,1951,0.168
Nevada,NV,1952,0.181
Nevada,NV,1953,0.195
Nevada,NV,1954,0.213
Nevada,NV,1955,0.237
Nevada,NV,1956,0.25
Nevada,NV,1957,0.26
Nevada,NV,1958,0.269
Nevada,NV,1959,0.279
Nevada,NV,1960,0.291
Nevada,NV,1961,0.315
Nevada,NV,1962,0.352
Nevada,NV,1963,0.397
Nevada,NV,1964,0.426
Nevada,NV,1965,0.444
Nevada,NV,1966,0.446
Nevada,NV,1967,0.449
Nevada,NV,1968,0.464
Nevada,NV,1969,0.48
Nevada,NV,1970,0.488738
Nevada,NV,1971,0.520018
Nevada,NV,1972,0.546789
Nevada,NV,1973,0.568991
Nevada,NV,1974,0.596822
Nevada,NV,1975,0.619972
Nevada,NV,1976,0.646975
Nevada,NV,1977,0.678333
Nevada,NV,1978,0.719436
Nevada,NV,1979,0.765367
Nevada,NV,1980,0.810215
Nevada,NV,1981,0.847655
Nevada,NV,1982,0.881537
Nevada,NV,1983,0.901977
Nevada,NV,1984,0.924922
Nevada,NV,1985,0.95103
Nevada,NV,1986,0.980613
Nevada,NV,1987,1.023376
Nevada,NV,1988,1.075022
Nevada,NV,1989,1.137382
Nevada,NV,1990,1.218629
Nevada,NV,1991,1.285046
Nevada,NV,1992,1.330694
Nevada,NV,1993,1.380197
Nevada,NV,1994,1.456388
Nevada,NV,1995,1.525777
Nevada,NV,1996,1.596476
Nevada,NV,1997,1.675581
Nevada,NV,1998,1.743772
Nevada,NV,1999,1.809253
Nevada,NV,2000,2.018741
Nevada,NV,2001,2.098399
Nevada,NV,2002,2.173791
Nevada,NV,2003,2.24885
Nevada,NV,2004,2.346222
Nevada,NV,2005,2.432143
Nevada,NV,2006,2.522658
Nevada,NV,2007,2.601072
Nevada,NV,2008,2.65363
Nevada,NV,2009,2.684665
Nevada,NV,2010,2.702797
Nevada,NV,2011,2.71817
Nevada,NV,2012,2.75241
Nevada,NV,2013,2.786547
Nevada,NV,2014,2.83173
Nevada,NV,2015,2.883057
Nevada,NV,2016,2.939254
Nevada,NV,2017,2.998039
New Hampshire,NH,1950,0.162
New Hampshire,NH,1951,0.168
New Hampshire,NH,1952,0.181
New Hampshire,NH,1953,0.195
New Hampshire,NH,1954,0.213
New Hampshire,NH,1955,0.237
New Hampshire,NH,1956,0.25
New Hampshire,NH,1957,0.26
New Hampshire,NH,1958,0.269
New Hampshire,NH,1959,0.279
New Hampshire,NH,1960,0.291
New Hampshire,NH,1961,0.315
New Hampshire,NH,1962,0.352
New Hampshire,NH,1963,0.397
New Hampshire,NH,1964,0.426
New Hampshire,NH,1965,0.444
New Hampshire,NH,1966,0.446
New Hampshire,NH,1967,0.449
New Hampshire,NH,1968,0.464
New Hampshire,NH,1969,0.48
New Hampshire,NH,1970,0.488738
New Hampshire,NH,1971,0.520018
New Hampshire,NH,1972,0.546789
New Hampshire,NH,1973,0.568991
New Hampshire,NH,1974,0.596822
New Hampshire,NH,1975,0.619972
New Hampshire,NH,1976,0.646975
New Hampshire,NH,1977,0.678333
New Hampshire,NH,1978,0.719436
New Hampshire,NH,1979,0.765367
New Hampshire,NH,1980,0.810215
New Hampshire,NH,1981,0.847655
New Hampshire,NH,1982,0.881537
New Hampshire,NH,1983,0.901977
New Hampshire,NH,1984,0.924922
New Hampshire,NH,1985,0.95103
New Hampshire,NH,1986,0.980613
New Hampshire,NH,1987,1.023376
New Hampshire,NH,1988,1.075022
New Hampshire,NH,1989,1.137382
New Hampshire,NH,1990,1.218629
New Hampshire,NH,1991,1.285046
New Hampshire,NH,1992,1.330694
New Hampshire,NH,1993,1.380197
New Hampshire,NH,1994,1.456388
New Hampshire,NH,1995,1.525777
New Hampshire,NH,1996,1.596476
New Hampshire,NH,1997,1.675581
New Hampshire,NH,1998,1.743772
New Hampshire,NH,1999,1.809253
New Hampshire,NH,2000,2.018741
New Hampshire,NH,2001,2.098399
New Hampshire,NH,2002,2.173791
New Hampshire,NH,2003,2.24885
New Hampshire,NH,2004,2.346222
New Hampshire,NH,2005,2.432143
New Hampshire,NH,2006,2.522658
New Hampshire,NH,2007,2.601072
New Hampshire,NH,2008,2.65363
New Hampshire,NH,2009,2.684665
New Hampshire,NH,2010,2.702797
New Hampshire,NH,2011,2.71817
New Hampshire,NH,2012,2.75241
New Hampshire,NH,2013,2.786547
New Hampshire,NH,2014,2.83173
New Hampshire,NH,2015,2.883057
New Hampshire,NH,2016,2.939254
New Hampshire,NH,2017,2.998039
New Jersey,NJ,1950,4.872
New Jersey,NJ,1951,5.006
New Jersey,NJ,1952,5.125
New Jersey,NJ,1953,5.229
New Jersey,NJ,1954,5.36
New Jersey,NJ,1955,5.502
New Jersey,NJ,1956,5.615
New Jersey,NJ,1957,5.737
New Jersey,NJ,1958,5.89
New Jersey,NJ,1959,6.015
New Jersey,NJ,1960,6.103
New Jersey,NJ,1961,6.265
New Jersey,NJ,1962,6.376
New Jersey,NJ,1963,6.531
New Jersey,NJ,1964,6.66
New Jersey,NJ,1965,6.767
New Jersey,NJ,1966,6.851
New Jersey,NJ,1967,6.928
New Jersey,NJ,1968,7.005
New Jersey,NJ,1969,7.095
New Jersey,NJ,1970,7.171112
New Jersey,NJ,1971,7.281107
New Jersey,NJ,1972,7.335042
New Jersey,NJ,1973,7.333083
New Jersey,NJ,1974,7.332411
New Jersey,NJ,1975,7.337765
New Jersey,NJ,1976,7.339745
New Jersey,NJ,1977,7.337169
New Jersey,NJ,1978,7.350804
New Jersey,NJ,1979,7.366512
New Jersey,NJ,1980,7.37633
New Jersey,NJ,1981,7.407472
New Jersey,NJ,1982,7.430968
New Jersey,NJ,1983,7.467785
New Jersey,NJ,1984,7.515473
New Jersey,NJ,1985,7.565528
New Jersey,NJ,1986,7.622159
New Jersey,NJ,1987,7.670742
New Jersey,NJ,1988,7.712333
New Jersey,NJ,1989,7.726089
New Jersey,NJ,1990,7.757158
New Jersey,NJ,1991,7.784269
New Jersey,NJ,1992,7.82777
New Jersey,NJ,1993,7.874891
New Jersey,NJ,1994,7.918796
New Jersey,NJ,1995,7.965523
New Jersey,NJ,1996,8.009624
New Jersey,NJ,1997,8.054178
New Jersey,NJ,1998,8.095542
New Jersey,NJ,1999,8.143412
New Jersey,NJ,2000,8.430621
New Jersey,NJ,2001,8.492671
New Jersey,NJ,2002,8.552643
New Jersey,NJ,2003,8.601402
New Jersey,NJ,2004,8.634561
New Jersey,NJ,2005,8.651974
New Jersey,NJ,2006,8.661679
New Jersey,NJ,2007,8.677885
New Jersey,NJ,2008,8.71109
New Jersey,NJ,2009,8.755602
New Jersey,NJ,2010,8.803708
New Jersey,NJ,2011,8.844694
New Jersey,NJ,2012,8.882095
New Jersey,NJ,2013,8.913735
New Jersey,NJ,2014,8.94301
New Jersey,NJ,2015,8.960001
New Jersey,NJ,2016,8.978416
New Jersey,NJ,2017,9.005644
New Mexico,NM,1950,4.872
New Mexico,NM,1951,5.006
New Mexico,NM,1952,5.125
New Mexico,NM,1953,5.229
New Mexico,NM,1954,5.36
New Mexico,NM,1955,5.502
New Mexico,NM,1956,5.615
New Mexico,NM,1957,5.737
New Mexico,NM,1958,5.89
New Mexico,NM,1959,6.015
New Mexico,NM,1960,6.103
New Mexico,NM,1961,6.265
New Mexico,NM,1962,6.376
New Mexico,NM,1963,6.531
New Mexico,NM,1964,6.66
New Mexico,NM,1965,6.767
New Mexico,NM,1966,6.851
New Mexico,NM,1967,6.928
New Mexico,NM,1968,7.005
New Mexico,NM,1969,7.095
New Mexico,NM,1970,7.171112
New Mexico,NM,1971,7.281107
New Mexico,NM,1972,7.335042
New Mexico,NM,1973,7.333083
New Mexico,NM,1974,7.332411
New Mexico,NM,1975,7.337765
New Mexico,NM,1976,7.339745
New Mexico,NM,1977,7.337169
