state,Postal Code,Year,population
Texas,TX,2009,24.801761
Texas,TX,2010,25.241648
Texas,TX,2011,25.644424
Texas,TX,2012,26.078327
Texas,TX,2013,26.479279
Texas,TX,2014,26.954436
Texas,TX,2015,27.45488
Texas,TX,2016,27.904862
Texas,TX,2017,28.304596
Utah,UT,1950,0.696
Utah,UT,1951,0.706
Utah,UT,1952,0.724
Utah,UT,1953,0.739
Utah,UT,1954,0.75
Utah,UT,1955,0.783
Utah,UT,1956,0.809
Utah,UT,1957,0.826
Utah,UT,1958,0.845
Utah,UT,1959,0.87
Utah,UT,1960,0.9
Utah,UT,1961,0.936
Utah,UT,1962,0.958
Utah,UT,1963,0.974
Utah,UT,1964,0.978
Utah,UT,1965,0.994
Utah,UT,1966,1.009
Utah,UT,1967,1.019
Utah,UT,1968,1.029
Utah,UT,1969,1.047
Utah,UT,1970,1.059273
Utah,UT,1971,1.101192
Utah,UT,1972,1.135449
Utah,UT,1973,1.17004
Utah,UT,1974,1.200471
Utah,UT,1975,1.23603
Utah,UT,1976,1.274928
Utah,UT,1977,1.319512
Utah,UT,1978,1.36751
Utah,UT,1979,1.420238
Utah,UT,1980,1.472595
Utah,UT,1981,1.515471
Utah,UT,1982,1.558314
Utah,UT,1983,1.594943
Utah,UT,1984,1.622342
Utah,UT,1985,1.64291
Utah,UT,1986,1.662834
Utah,UT,1987,1.678119
Utah,UT,1988,1.689372
Utah,UT,1989,1.705864
Utah,UT,1990,1.729722
Utah,UT,1991,1.771941
Utah,UT,1992,1.821498
Utah,UT,1993,1.875993
Utah,UT,1994,1.930436
Utah,UT,1995,1.976774
Utah,UT,1996,2.022253
Utah,UT,1997,2.065397
Utah,UT,1998,2.100562
Utah,UT,1999,2.129836
Utah,UT,2000,2.244502
Utah,UT,2001,2.283715
Utah,UT,2002,2.324815
Utah,UT,2003,2.360137
Utah,UT,2004,2.40158
Utah,UT,2005,2.457719
Utah,UT,2006,2.525507
Utah,UT,2007,2.597746
Utah,UT,2008,2.663029
Utah,UT,2009,2.723421
Utah,UT,2010,2.77526
Utah,UT,2011,2.81543
Utah,UT,2012,2.854222
Utah,UT,2013,2.899961
Utah,UT,2014,2.938671
Utah,UT,2015,2.984917
Utah,UT,2016,3.044321
Utah,UT,2017,3.101833
Vermont,VT,1950,0.379
Vermont,VT,1951,0.378
Vermont,VT,1952,0.375
Vermont,VT,1953,0.379
Vermont,VT,1954,0.377
Vermont,VT,1955,0.375
Vermont,VT,1956,0.377
Vermont,VT,1957,0.376
Vermont,VT,1958,0.38
Vermont,VT,1959,0.387
Vermont,VT,1960,0.389
Vermont,VT,1961,0.39
Vermont,VT,1962,0.393
Vermont,VT,1963,0.397
Vermont,VT,1964,0.399
Vermont,VT,1965,0.404
Vermont,VT,1966,0.413
Vermont,VT,1967,0.423
Vermont,VT,1968,0.43
Vermont,VT,1969,0.437
Vermont,VT,1970,0.444732
Vermont,VT,1971,0.454318
Vermont,VT,1972,0.463143
Vermont,VT,1973,0.46843
Vermont,VT,1974,0.473002
Vermont,VT,1975,0.479713
Vermont,VT,1976,0.484928
Vermont,VT,1977,0.491931
Vermont,VT,1978,0.498109
Vermont,VT,1979,0.505372
Vermont,VT,1980,0.512524
Vermont,VT,1981,0.515594
Vermont,VT,1982,0.519109
Vermont,VT,1983,0.523302
Vermont,VT,1984,0.52666
Vermont,VT,1985,0.530035
Vermont,VT,1986,0.534066
Vermont,VT,1987,0.540267
Vermont,VT,1988,0.549763
Vermont,VT,1989,0.557707
Vermont,VT,1990,0.564526
Vermont,VT,1991,0.567141
Vermont,VT,1992,0.570115
Vermont,VT,1993,0.574004
Vermont,VT,1994,0.5789
Vermont,VT,1995,0.582827
Vermont,VT,1996,0.586352
Vermont,VT,1997,0.588665
Vermont,VT,1998,0.590579
Vermont,VT,1999,0.59374
Vermont,VT,2000,0.609618
Vermont,VT,2001,0.612223
Vermont,VT,2002,0.615442
Vermont,VT,2003,0.617858
Vermont,VT,2004,0.61992
Vermont,VT,2005,0.621215
Vermont,VT,2006,0.622892
Vermont,VT,2007,0.623481
Vermont,VT,2008,0.624151
Vermont,VT,2009,0.624817
Vermont,VT,2010,0.625842
Vermont,VT,2011,0.62621
Vermont,VT,2012,0.625606
Vermont,VT,2013,0.626044
Vermont,VT,2014,0.625665
Vermont,VT,2015,0.624455
Vermont,VT,2016,0.623354
Vermont,VT,2017,0.623657
Virginia,VA,1950,3.315
Virginia,VA,1951,3.434
Virginia,VA,1952,3.504
Virginia,VA,1953,3.557
Virginia,VA,1954,3.555
Virginia,VA,1955,3.588
Virginia,VA,1956,3.722
Virginia,VA,1957,3.844
Virginia,VA,1958,3.914
Virginia,VA,1959,3.951
Virginia,VA,1960,3.986
Virginia,VA,1961,4.095
Virginia,VA,1962,4.18
Virginia,VA,1963,4.276
Virginia,VA,1964,4.357
Virginia,VA,1965,4.411
Virginia,VA,1966,4.456
Virginia,VA,1967,4.508
Virginia,VA,1968,4.558
Virginia,VA,1969,4.614
Virginia,VA,1970,4.651448
Virginia,VA,1971,4.750838
Virginia,VA,1972,4.824472
Virginia,VA,1973,4.901292
Virginia,VA,1974,4.971069
Virginia,VA,1975,5.047395
Virginia,VA,1976,5.121863
Virginia,VA,1977,5.193112
Virginia,VA,1978,5.27024
Virginia,VA,1979,5.307945
Virginia,VA,1980,5.368334
Virginia,VA,1981,5.444097
Virginia,VA,1982,5.492783
Virginia,VA,1983,5.564657
Virginia,VA,1984,5.64387
Virginia,VA,1985,5.715153
Virginia,VA,1986,5.8117
Virginia,VA,1987,5.932268
Virginia,VA,1988,6.036909
Virginia,VA,1989,6.120246
Virginia,VA,1990,6.213526
Virginia,VA,1991,6.283853
Virginia,VA,1992,6.383315
Virginia,VA,1993,6.464795
Virginia,VA,1994,6.536771
Virginia,VA,1995,6.601392
Virginia,VA,1996,6.665491
Virginia,VA,1997,6.732878
Virginia,VA,1998,6.789225
Virginia,VA,1999,6.872912
Virginia,VA,2000,7.105817
Virginia,VA,2001,7.198362
Virginia,VA,2002,7.286873
Virginia,VA,2003,7.366977
Virginia,VA,2004,7.475575
Virginia,VA,2005,7.577105
Virginia,VA,2006,7.673725
Virginia,VA,2007,7.751
Virginia,VA,2008,7.833496
Virginia,VA,2009,7.925937
Virginia,VA,2010,8.025206
Virginia,VA,2011,8.107548
Virginia,VA,2012,8.188656
Virginia,VA,2013,8.261689
Virginia,VA,2014,8.316902
Virginia,VA,2015,8.366767
Virginia,VA,2016,8.41438
Virginia,VA,2017,8.47002
Washington,WA,1950,2.387
Washington,WA,1951,2.424
Washington,WA,1952,2.448
Washington,WA,1953,2.466
Washington,WA,1954,2.516
Washington,WA,1955,2.604
Washington,WA,1956,2.668
Washington,WA,1957,2.724
Washington,WA,1958,2.773
Washington,WA,1959,2.821
Washington,WA,1960,2.855
Washington,WA,1961,2.882
Washington,WA,1962,2.942
Washington,WA,1963,2.955
Washington,WA,1964,2.961
Washington,WA,1965,2.967
Washington,WA,1966,3.057
Washington,WA,1967,3.174
Washington,WA,1968,3.27
Washington,WA,1969,3.343
Washington,WA,1970,3.413244
Washington,WA,1971,3.447553
Washington,WA,1972,3.447885
Washington,WA,1973,3.478782
Washington,WA,1974,3.549946
Washington,WA,1975,3.621339
Washington,WA,1976,3.69361
Washington,WA,1977,3.77605
Washington,WA,1978,3.889073
Washington,WA,1979,4.017632
Washington,WA,1980,4.154678
Washington,WA,1981,4.235731
Washington,WA,1982,4.276552
Washington,WA,1983,4.300266
Washington,WA,1984,4.343656
Washington,WA,1985,4.400098
Washington,WA,1986,4.45272
Washington,WA,1987,4.531901
Washington,WA,1988,4.639893
Washington,WA,1989,4.746316
Washington,WA,1990,4.90078
Washington,WA,1991,5.013443
Washington,WA,1992,5.139011
Washington,WA,1993,5.247704
Washington,WA,1994,5.334896
Washington,WA,1995,5.431024
Washington,WA,1996,5.509963
Washington,WA,1997,5.604105
Washington,WA,1998,5.687832
Washington,WA,1999,5.756361
Washington,WA,2000,5.910512
Washington,WA,2001,5.985722
Washington,WA,2002,6.052349
Washington,WA,2003,6.104115
Washington,WA,2004,6.178645
Washington,WA,2005,6.257305
Washington,WA,2006,6.370753
Washington,WA,2007,6.461587
Washington,WA,2008,6.562231
Washington,WA,2009,6.667426
Washington,WA,2010,6.741386
Washington,WA,2011,6.819155
Washington,WA,2012,6.890899
Washington,WA,2013,6.96341
Washington,WA,2014,7.046931
Washington,WA,2015,7.152818
Washington,WA,2016,7.280934
Washington,WA,2017,7.405743
West Virginia,WV,1950,2.006
West Virginia,WV,1951,1.984
West Virginia,WV,1952,1.957
West Virginia,WV,1953,1.929
West Virginia,WV,1954,1.905
West Virginia,WV,1955,1.88
West Virginia,WV,1956,1.857
West Virginia,WV,1957,1.843
West Virginia,WV,1958,1.845
West Virginia,WV,1959,1.855
West Virginia,WV,1960,1.853
West Virginia,WV,1961,1.828
West Virginia,WV,1962,1.809
West Virginia,WV,1963,1.796
West Virginia,WV,1964,1.797
West Virginia,WV,1965,1.786
West Virginia,WV,1966,1.775
West Virginia,WV,1967,1.769
West Virginia,WV,1968,1.763
West Virginia,WV,1969,1.746
West Virginia,WV,1970,1.744237
West Virginia,WV,1971,1.770657
West Virginia,WV,1972,1.797648
West Virginia,WV,1973,1.80636
West Virginia,WV,1974,1.815447
West Virginia,WV,1975,1.84225
West Virginia,WV,1976,1.879503
West Virginia,WV,1977,1.908088
West Virginia,WV,1978,1.923395
West Virginia,WV,1979,1.942146
West Virginia,WV,1980,1.951349
West Virginia,WV,1981,1.954124
West Virginia,WV,1982,1.949604
West Virginia,WV,1983,1.945061
West Virginia,WV,1984,1.927697
West Virginia,WV,1985,1.906831
West Virginia,WV,1986,1.88235
West Virginia,WV,1987,1.857585
West Virginia,WV,1988,1.830215
West Virginia,WV,1989,1.806568
West Virginia,WV,1990,1.792481
West Virginia,WV,1991,1.798212
West Virginia,WV,1992,1.805462
West Virginia,WV,1993,1.816179
West Virginia,WV,1994,1.81849
West Virginia,WV,1995,1.82056
West Virginia,WV,1996,1.818983
West Virginia,WV,1997,1.815588
West Virginia,WV,1998,1.811688
West Virginia,WV,1999,1.806928
West Virginia,WV,2000,1.807021
West Virginia,WV,2001,1.801481
West Virginia,WV,2002,1.805414
West Virginia,WV,2003,1.812295
West Virginia,WV,2004,1.816438
West Virginia,WV,2005,1.820492
West Virginia,WV,2006,1.827912
West Virginia,WV,2007,1.834052
West Virginia,WV,2008,1.84031
West Virginia,WV,2009,1.847775
West Virginia,WV,2010,1.854315
West Virginia,WV,2011,1.854891
West Virginia,WV,2012,1.85536
West Virginia,WV,2013,1.852333
West Virginia,WV,2014,1.847624
West Virginia,WV,2015,1.839767
West Virginia,WV,2016,1.828637
West Virginia,WV,2017,1.815857
Wisconsin,WI,1950,3.438
Wisconsin,WI,1951,3.439
Wisconsin,WI,1952,3.469
Wisconsin,WI,1953,3.506
Wisconsin,WI,1954,3.608
Wisconsin,WI,1955,3.679
Wisconsin,WI,1956,3.742
Wisconsin,WI,1957,3.791
Wisconsin,WI,1958,3.843
Wisconsin,WI,1959,3.891
Wisconsin,WI,1960,3.962
Wisconsin,WI,1961,4.009
Wisconsin,WI,1962,4.049
Wisconsin,WI,1963,4.112
Wisconsin,WI,1964,4.165
Wisconsin,WI,1965,4.232
Wisconsin,WI,1966,4.274
Wisconsin,WI,1967,4.303
Wisconsin,WI,1968,4.345
Wisconsin,WI,1969,4.378
Wisconsin,WI,1970,4.417821
Wisconsin,WI,1971,4.462155
Wisconsin,WI,1972,4.502412
Wisconsin,WI,1973,4.524244
Wisconsin,WI,1974,4.545782
Wisconsin,WI,1975,4.578986
Wisconsin,WI,1976,4.595904
Wisconsin,WI,1977,4.626514
Wisconsin,WI,1978,4.646108
Wisconsin,WI,1979,4.682811
Wisconsin,WI,1980,4.712045
Wisconsin,WI,1981,4.726343
Wisconsin,WI,1982,4.72887
Wisconsin,WI,1983,4.721438
Wisconsin,WI,1984,4.735563
Wisconsin,WI,1985,4.747767
Wisconsin,WI,1986,4.755618
Wisconsin,WI,1987,4.777919
Wisconsin,WI,1988,4.822388
Wisconsin,WI,1989,4.856574
Wisconsin,WI,1990,4.902265
Wisconsin,WI,1991,4.952675
Wisconsin,WI,1992,5.004636
Wisconsin,WI,1993,5.055318
Wisconsin,WI,1994,5.095504
Wisconsin,WI,1995,5.137004
Wisconsin,WI,1996,5.173828
Wisconsin,WI,1997,5.200235
Wisconsin,WI,1998,5.222124
Wisconsin,WI,1999,5.250446
Wisconsin,WI,2000,5.373999
Wisconsin,WI,2001,5.406835
Wisconsin,WI,2002,5.445162
Wisconsin,WI,2003,5.479203
Wisconsin,WI,2004,5.514026
Wisconsin,WI,2005,5.546166
Wisconsin,WI,2006,5.577655
Wisconsin,WI,2007,5.610775
Wisconsin,WI,2008,5.640996
Wisconsin,WI,2009,5.669264
Wisconsin,WI,2010,5.690403
Wisconsin,WI,2011,5.705812
Wisconsin,WI,2012,5.721075
Wisconsin,WI,2013,5.736673
Wisconsin,WI,2014,5.751272
Wisconsin,WI,2015,5.759744
Wisconsin,WI,2016,5.772917
Wisconsin,WI,2017,5.795483
Wyoming,WY,1950,0.29
Wyoming,WY,1951,0.291
Wyoming,WY,1952,0.293
Wyoming,WY,1953,0.29
Wyoming,WY,1954,0.293
Wyoming,WY,1955,0.307
Wyoming,WY,1956,0.312
Wyoming,WY,1957,0.314
Wyoming,WY,1958,0.315
Wyoming,WY,1959,0.32
Wyoming,WY,1960,0.331
Wyoming,WY,1961,0.337
Wyoming,WY,1962,0.333
Wyoming,WY,1963,0.336
Wyoming,WY,1964,0.339
Wyoming,WY,1965,0.332
Wyoming,WY,1966,0.323
Wyoming,WY,1967,0.322
Wyoming,WY,1968,0.324
Wyoming,WY,1969,0.329
Wyoming,WY,1970,0.332416
Wyoming,WY,1971,0.340285
Wyoming,WY,1972,0.347345
Wyoming,WY,1973,0.354061
Wyoming,WY,1974,0.365501
Wyoming,WY,1975,0.381695
Wyoming,WY,1976,0.396952
Wyoming,WY,1977,0.413354
Wyoming,WY,1978,0.43288
Wyoming,WY,1979,0.454378
Wyoming,WY,1980,0.474185
Wyoming,WY,1981,0.491712
Wyoming,WY,1982,0.5064
Wyoming,WY,1983,0.510345
Wyoming,WY,1984,0.504896
Wyoming,WY,1985,0.499695
Wyoming,WY,1986,0.495633
Wyoming,WY,1987,0.476965
Wyoming,WY,1988,0.465101
Wyoming,WY,1989,0.458374
Wyoming,WY,1990,0.453401
Wyoming,WY,1991,0.457739
Wyoming,WY,1992,0.463491
Wyoming,WY,1993,0.469033
Wyoming,WY,1994,0.474982
Wyoming,WY,1995,0.478447
Wyoming,WY,1996,0.480085
Wyoming,WY,1997,0.480031
Wyoming,WY,1998,0.480045
Wyoming,WY,1999,0.479602
Wyoming,WY,2000,0.4943
Wyoming,WY,2001,0.494657
Wyoming,WY,2002,0.500017
Wyoming,WY,2003,0.503453
Wyoming,WY,2004,0.509106
Wyoming,WY,2005,0.514157
Wyoming,WY,2006,0.522667
Wyoming,WY,2007,0.534876
Wyoming,WY,2008,0.546043
Wyoming,WY,2009,0.559851
Wyoming,WY,2010,0.564376
Wyoming,WY,2011,0.567602
Wyoming,WY,2012,0.576608
Wyoming,WY,2013,0.582341
Wyoming,WY,2014,0.583334
Wyoming,WY,2015,0.586102
Wyoming,WY,2016,0.58491
Wyoming,WY,2017,0.579315
